track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRQKBTO128F42999C2,Random Firl,Late of the Pier,https://p.scdn.co/mp3-preview/b6c80d68b2b7b3694c877347d7c5da665518a16f?cid=774b29d4f13844c495f206cafdad9c86,0asK70V5iNYJ8J0CIGgrux,"electronic, indie, experimental, electro, love",,2008,136253,0.529,0.73,7,-4.435,1,0.0834,0.00757,0.0416,0.0929,0.922,167.998,4
TRRTVVF128F930FD97,Osaka Loop Line,Discovery,https://p.scdn.co/mp3-preview/fc9fbc833cba52ecc59dbe3b5ab3b03f3f8caef2?cid=774b29d4f13844c495f206cafdad9c86,3ETayXmEtFFE0GxOu7qY4Y,"electronic, experimental, indie_pop, 00s",Electronic,2009,241733,0.707,0.493,9,-6.662,1,0.332,0.102,0.000108,0.159,0.654,155.906,4
TRCRIKB128F931AFC5,Skanky Panky,Kid Koala,https://p.scdn.co/mp3-preview/dd4a0d0923f1d64e281f884136ebb0dfce5b31ff?cid=774b29d4f13844c495f206cafdad9c86,06AruRwQx3IFPkJOm8OWCP,"experimental, hip_hop, trip_hop, chill, ska",,2010,203840,0.889,0.563,1,-10.659,1,0.338,0.105,0.884,0.074,0.804,118.796,4
TRNXHKI128F9334786,Await Rescue,65daysofstatic,https://p.scdn.co/mp3-preview/205509166063f47ee0df23be30d26c1f5420cb9d?cid=774b29d4f13844c495f206cafdad9c86,4h5t2PlUyyvNh21v1rOVyZ,"electronic, experimental, instrumental, post_rock",,2009,290333,0.302,0.945,1,-6.109,0,0.0849,4.1e-05,0.73,0.732,0.137,172.038,4
TRADTGP128F1497D8C,Cripple and the Starfish,Antony and the Johnsons,https://p.scdn.co/mp3-preview/6eb914a931b9fe5c6579e95f9d68f143bfe882e2?cid=774b29d4f13844c495f206cafdad9c86,0GSnfh30vOkU81XwROnwpl,"alternative, indie, experimental, folk, singer_songwriter, indie_pop, beautiful, mellow",Rock,2012,332600,0.246,0.184,9,-12.736,0,0.0308,0.937,0.021,0.17,0.0585,93.287,4
TRRFEBA12903CBD577,Neighbour Riffs,Surfer Blood,https://p.scdn.co/mp3-preview/c44c3290f37087e581b28fbbf28295ecc0c8718b?cid=774b29d4f13844c495f206cafdad9c86,2gfLi5HcElnNtfmeH4TXhX,"indie, experimental, instrumental, american, indie_pop",Rock,2010,128560,0.26,0.791,9,-5.796,1,0.0455,0.0327,0.836,0.091,0.557,158.367,4
TRAUEYX12903CEAF48,Need To Shout,Architecture in Helsinki,https://p.scdn.co/mp3-preview/90718b63acbffc3f04a0ffb1ce6f9067e8ad1fad?cid=774b29d4f13844c495f206cafdad9c86,0POJkfkfMRwBmG3VYdqlML,"indie, experimental, indie_pop, chill",Rock,2005,249746,0.6,0.605,9,-10.187,1,0.119,0.346,0.000973,0.36,0.492,139.846,4
TRHIODL128F9330FC6,The Neighbors,St. Vincent,https://p.scdn.co/mp3-preview/daaf1255aed573f2aab7ca847bfb7a9cbf5e9056?cid=774b29d4f13844c495f206cafdad9c86,0Y1ueEIOy5YSojIhjjlfAy,"rock, alternative, indie, female_vocalists, experimental, american, indie_pop, 00s, pop_rock",Rock,2009,210800,0.439,0.824,8,-7.529,1,0.0441,0.096,0.0234,0.514,0.382,82.479,4
TREYSYX128F92C7E9A,"I Swallowed Hard, Like I Understood",65daysofstatic,https://p.scdn.co/mp3-preview/e330f1f4a0bf68b5a57d821bee17df095c3a7938?cid=774b29d4f13844c495f206cafdad9c86,1UJHOmv93BDWbGRAhB4XuB,"experimental, instrumental, post_rock",,2004,327506,0.482,0.925,4,-4.508,0,0.065,0.0043,0.154,0.11,0.319,185.026,5
TRIRPAF12903CEDAC5,Ghost Rider,Suicide,https://p.scdn.co/mp3-preview/360711a1f99682cb22b79fdf1b14398828f21d86?cid=774b29d4f13844c495f206cafdad9c86,0oEREnar2B1I5oFZ8fgxL6,"experimental, punk, industrial, new_wave, post_punk, 70s",,2004,496893,0.336,0.745,1,-8.841,1,0.0645,0.676,0.664,0.752,0.161,100.482,4
TRMVJYF12903D0C39C,Intro//A Cosmic Drama,Flying Lotus,https://p.scdn.co/mp3-preview/4f6855ecaf57d2d955e1445c1661d70fc155f526?cid=774b29d4f13844c495f206cafdad9c86,61z0V2sucJ90PkegVA0up3,"experimental, hip_hop, idm, chill",Electronic,2010,74760,0.218,0.554,9,-7.744,0,0.0324,0.292,0.0526,0.133,0.131,62.156,5
TRJJELX128F9309DCF,Tears in the Typing Pool,Broadcast,https://p.scdn.co/mp3-preview/2513ab25e09721deaf75d9651091b2e8f8b40ec2?cid=774b29d4f13844c495f206cafdad9c86,1eTFYrLba7YT81QhJpQwSz,"electronic, indie, female_vocalists, experimental, acoustic, indie_pop, beautiful, mellow",,2017,130133,0.342,0.128,9,-14.544,0,0.0351,0.913,9.45e-05,0.118,0.328,138.368,3
TRNTUYB128F14AA17B,Bluebells,Patrick Wolf,https://p.scdn.co/mp3-preview/7a7c54eb428b7268b509bc185df79d4a032330ef?cid=774b29d4f13844c495f206cafdad9c86,0RbzGmPYIwSjteO3ptKstg,"alternative, indie, experimental, folk, singer_songwriter, british, indie_pop, love, beautiful, 00s",Rock,2007,314613,0.739,0.615,5,-8.518,1,0.0388,0.256,0.327,0.0995,0.526,114.455,4
TRWAHOC128F92C7E96,Another Code Against the Gone,65daysofstatic,https://p.scdn.co/mp3-preview/ad837d4fb4788c2b1fc2784eaa4bc97987ef0e9a?cid=774b29d4f13844c495f206cafdad9c86,0iiN2qbCgJKTZhLpOgtFqf,"experimental, instrumental, post_rock",,2004,100066,0.478,0.97,7,-5.912,1,0.0827,0.00981,0.222,0.196,0.0392,120.011,4
TRTOOAV128F4281CF0,Ghost Mountain,The Unicorns,https://p.scdn.co/mp3-preview/99a4d214f974b4f42379ed0f17909735d1f0711a?cid=774b29d4f13844c495f206cafdad9c86,1YUDW4ytgtcyoXI573sWmC,"electronic, indie, experimental, indie_pop, 00s, mellow",Rock,2014,190246,0.673,0.43,11,-8.97,1,0.0434,0.624,0.0411,0.082,0.605,79.939,4
TRKPQKW128F426C4E2,We've Been Had,The Walkmen,https://p.scdn.co/mp3-preview/27268a2526d69eb511cb4a724c68afcfb34b8e7e?cid=774b29d4f13844c495f206cafdad9c86,0wa9Qs0GYXb5Su65vXIUct,"indie, experimental, indie_rock, singer_songwriter, piano, mellow",Country,2001,199320,0.429,0.59,4,-6.546,1,0.0322,0.708,2.23e-05,0.483,0.441,99.058,4
TRDPQNL128F9330FC8,Black Rainbow,St. Vincent,https://p.scdn.co/mp3-preview/6426c337ec716eb4c409a6d7f08cd60dd8bdf897?cid=774b29d4f13844c495f206cafdad9c86,1ArTGgRnvDq2TnRSCZPxtJ,"indie, female_vocalists, experimental, indie_rock, american, indie_pop, 00s, pop_rock",Rock,2009,251386,0.465,0.4,1,-10.66,1,0.0488,0.682,0.623,0.18,0.235,200.251,4
TRYWLIM128F427930B,Wait for the Wintertime,Yeasayer,https://p.scdn.co/mp3-preview/80f30818a5ee869624b53a6b47e62168125b5b39?cid=774b29d4f13844c495f206cafdad9c86,1aQZyiO1OhLnjzJnMzzTn1,"experimental, folk, psychedelic, american, psychedelic_rock, 00s",Rock,2008,292346,0.491,0.76,9,-5.291,1,0.0345,0.0177,0.0363,0.118,0.297,120.543,4
TRTRXCY128E07816DE,Song of Joy,Nick Cave & The Bad Seeds,https://p.scdn.co/mp3-preview/1af9c1b6d389651e7fedfa6c39ab3445d18a73c9?cid=774b29d4f13844c495f206cafdad9c86,1pjM5AWnBkMRUv8yEBVMrJ,"rock, alternative, alternative_rock, experimental, singer_songwriter, 90s",Rock,1996,407293,0.401,0.471,0,-11.712,0,0.0324,0.257,0.000747,0.107,0.09,82.136,4
TRVFIUX128F42720E3,"Neither of Us, Uncertainly",Deerhunter,https://p.scdn.co/mp3-preview/3f702d66c79f207cd3ac66234869a36764228c5a?cid=774b29d4f13844c495f206cafdad9c86,2M9ejVDKgJWVfa3OWsexPc,"rock, alternative, indie, experimental, indie_rock, psychedelic, indie_pop, downtempo, psychedelic_rock, 00s",Rock,2008,325173,0.236,0.71,2,-8.627,1,0.0398,0.456,0.91,0.157,0.208,169.958,3
TRJTOER128F92C5A80,Stork & Owl,TV on the Radio,https://p.scdn.co/mp3-preview/e3c2170ed2ef16266a062f5f44b0af08513c532f?cid=774b29d4f13844c495f206cafdad9c86,29aZrCK7O7KEpr6aU6HUwp,"alternative, indie, experimental, indie_rock, chillout, downtempo, beautiful, 00s",Rock,2008,241773,0.366,0.48,2,-6.044,1,0.0297,0.0193,1.42e-05,0.287,0.173,118.76,4
TRVWIJB12903CC67CB,Forecast Fascist Future,of Montreal,https://p.scdn.co/mp3-preview/6fc11de7ba982915928f95330e3b9eba06df29bc?cid=774b29d4f13844c495f206cafdad9c86,29MPtWuB6xOJNGsqsMhUuZ,"indie, experimental, dance, psychedelic, indie_pop",Rock,2005,262746,0.704,0.874,3,-3.968,1,0.0392,0.352,0.000145,0.105,0.506,129.003,4
TREJCYT12903CE7E08,Shelia,Atlas Sound,https://p.scdn.co/mp3-preview/c37bbc13e358343ffbed8ba2b68de712430d3f17?cid=774b29d4f13844c495f206cafdad9c86,33jDWSi3Dvb12xfojksReF,"indie, experimental, indie_rock, chillout, psychedelic, love, 00s",,2009,212426,0.542,0.73,5,-11.157,1,0.0395,0.554,0.152,0.671,0.541,118.213,3
TRWTJDJ128F92CCF2A,No One Does It Like You,Department of Eagles,https://p.scdn.co/mp3-preview/e0562574b9d1ea455d8fda2ae101e39f1e4a1595?cid=774b29d4f13844c495f206cafdad9c86,0IvcK2NNSKGguOcTpke87q,"indie, experimental, folk, american, 00s",Rock,2009,236746,0.665,0.552,1,-5.192,0,0.0309,0.171,1.52e-05,0.0845,0.621,114.513,4
TRJCIZO128F424FEF9,Lovely Allen,Holy Fuck,https://p.scdn.co/mp3-preview/48efa544d0f8ffec70a212e4f7f9b908b1ec3103?cid=774b29d4f13844c495f206cafdad9c86,2J2phxjElag9UCwCwwC65T,"electronic, indie, experimental, instrumental, dance, post_rock",Electronic,2006,273493,0.541,0.95,5,-6.752,1,0.102,0.0449,0.846,0.179,0.115,116.257,4
TRHHSDO128F935A8E3,Useful Chamber,Dirty Projectors,https://p.scdn.co/mp3-preview/bb3511ea948ffa6e8a59bdc7b339d46fcb4dca37?cid=774b29d4f13844c495f206cafdad9c86,1CSH3ZXqhf4vSpvchse9Qm,"experimental, folk, indie_rock, psychedelic, indie_pop, beautiful, 00s, guitar",Rock,2009,388173,0.338,0.509,7,-7.356,1,0.0411,0.051,0.0166,0.241,0.359,96.984,4
TRNSTLC128F931A455,Surf Solar,Fuck Buttons,https://p.scdn.co/mp3-preview/b15b160a757c0f686b39d54bd0cabedacdbeff82?cid=774b29d4f13844c495f206cafdad9c86,06Sg3Ao4U0vesi6p3KJ0BS,"electronic, experimental, instrumental, psychedelic, trance, techno, 00s, noise",Electronic,2009,634773,0.345,0.931,2,-7.913,0,0.0512,9.2e-06,0.816,0.371,0.0384,129.998,4
TRSRNFM128F1463753,Merge,Grizzly Bear,https://p.scdn.co/mp3-preview/e96ab6ea22a80be653118a671da24d10484572aa?cid=774b29d4f13844c495f206cafdad9c86,12yiVgfVFEJCeGZtKGAHkI,"indie, experimental, folk, instrumental, american",Electronic,2004,144906,0.389,0.313,7,-12.01,1,0.0299,0.694,0.081,0.0998,0.113,90.276,3
TREEFHP128F931BAD7,Her Eyes Are Underneath the Ground,Antony and the Johnsons,https://p.scdn.co/mp3-preview/0c9291bc1ffd0a88ee1ab87909574a855eeb031e?cid=774b29d4f13844c495f206cafdad9c86,2gKtO0xZSv1BDOmmQ3Ky8c,"alternative, experimental, folk, singer_songwriter, piano, beautiful, mellow",Rock,2009,263546,0.224,0.0333,6,-19.237,1,0.0349,0.959,0.263,0.105,0.119,74.174,4
TRFTKYZ128F9334787,Fix the Sky a Little,65daysofstatic,https://p.scdn.co/mp3-preview/407079a314505d68d8490019b8fdf8bf3e74c0c7?cid=774b29d4f13844c495f206cafdad9c86,390eaxiaYbNK5he8coL5YZ,"experimental, instrumental, post_rock",,2004,329720,0.301,0.82,9,-6.28,0,0.0537,0.013,0.406,0.114,0.0779,119.368,3
TRDDZOS128F42B91EC,Whaddit I Done,Animal Collective,https://p.scdn.co/mp3-preview/ab090dd0ab2e184d57cdbd1e03a9b65453044030?cid=774b29d4f13844c495f206cafdad9c86,1EA1WdT0cy6sLUGZgEonaO,"indie, experimental, psychedelic, noise, avant_garde",,2004,245533,0.51,0.311,3,-11.616,1,0.146,0.791,2.78e-05,0.106,0.424,115.53,4
TRJCAPF128F92C7E99,Default This,65daysofstatic,https://p.scdn.co/mp3-preview/e291bec243b7e4165b8986c9b43189e11c114a46?cid=774b29d4f13844c495f206cafdad9c86,3cJnzObLAa5s6nyHqy9TpW,"experimental, instrumental, post_rock, idm",,2004,103093,0.486,0.922,4,-5.384,0,0.318,0.815,0.742,0.21,0.0336,160.156,4
TRSLKOF12903CB6536,Plastic Beach (Feat. Mick Jones and Paul Simonon),Gorillaz,https://p.scdn.co/mp3-preview/0a11d5e4d25e0abb09a94f0601d7367e2876de2e?cid=774b29d4f13844c495f206cafdad9c86,16RqS3msoOz4Va8RNcD7Za,"electronic, alternative, experimental, british, hip_hop, trip_hop, electro, downtempo",,2010,227213,0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,4
TRAHCWW128F92C7E9E,Hole,65daysofstatic,https://p.scdn.co/mp3-preview/891d5dd742c634fa830519acbaa4608e92c0696b?cid=774b29d4f13844c495f206cafdad9c86,00AKWl27RTGdG1mMciYRUu,"experimental, instrumental, post_rock",,2005,274546,0.169,0.903,7,-3.978,1,0.0548,0.000192,0.82,0.331,0.228,189.886,3
TRUKXMW128EF35190A,Electric Blue,Arcade Fire,https://p.scdn.co/mp3-preview/e6030f0e6459f2f6a177b5494ab0a437b240f76f?cid=774b29d4f13844c495f206cafdad9c86,0KWcRXcnGoB0gWSu4mshF8,"electronic, alternative, experimental, synthpop",,2017,242373,0.663,0.774,0,-5.157,1,0.0863,0.113,0.112,0.462,0.681,102.982,4
TRYUPGZ128EF34A0F9,How Near How Far,...And You Will Know Us by the Trail of Dead,https://p.scdn.co/mp3-preview/4f740f2a8b0867e09a6dff86b2c496c6371c88f4?cid=774b29d4f13844c495f206cafdad9c86,1aklIImvCquLWbkOeGteRe,"rock, indie, experimental, indie_rock, progressive_rock, post_rock, emo",Rock,2002,234240,0.158,0.943,7,-4.534,0,0.087,0.000612,0.471,0.105,0.181,147.886,4
TRJRXXH12903CA8346,Smokey Taboo,CocoRosie,https://p.scdn.co/mp3-preview/d800eb1e87a13d8a280ec11afc65ece7fbcfbe25?cid=774b29d4f13844c495f206cafdad9c86,238hJrbmSAw58RQ5flSIzi,"indie, experimental, folk, psychedelic",,2010,287760,0.564,0.511,6,-6.999,0,0.039,0.889,0.137,0.0806,0.524,130.083,4
TRUVADQ128F4281CFC,Les OS,The Unicorns,https://p.scdn.co/mp3-preview/185af060a41caf9f47a9520699f2b2df8aeccd77?cid=774b29d4f13844c495f206cafdad9c86,3sMw5Gnhif3nmgilaoFZsK,"indie, experimental, indie_pop",Rock,2004,212066,0.359,0.793,0,-6.407,1,0.0897,0.595,0.438,0.0799,0.753,167.752,4
TRVHEDH128F4243651,Cavalettas,The Mars Volta,https://p.scdn.co/mp3-preview/ee820b616a415aac10be75b82f435e0bbe0814d3?cid=774b29d4f13844c495f206cafdad9c86,03IVXsmU4K86SOIwhWxXvJ,"experimental, progressive_rock, psychedelic, psychedelic_rock",Rock,2008,572240,0.256,0.993,11,-5.386,0,0.377,0.00591,0.00528,0.684,0.0472,105.539,4
TRPIULU128F4243652,Agadez,The Mars Volta,https://p.scdn.co/mp3-preview/2f304e62b245fb4404a298ad4c2952783f1cd79f?cid=774b29d4f13844c495f206cafdad9c86,1yh2Yw1mkXRassXs6K3iW5,"experimental, progressive_rock, psychedelic, progressive_metal, psychedelic_rock",Rock,2008,403746,0.175,0.984,7,-3.73,1,0.396,0.00163,2.6e-05,0.243,0.191,191.898,4
TRNBZNG128EF359E1A,Lord Leopard,Caribou,https://p.scdn.co/mp3-preview/a00ea164f9a8405ee30473bb9abe7bd1170490e1?cid=774b29d4f13844c495f206cafdad9c86,1U9JQwJfaUJ4Vq01l4e7Uf,"electronic, experimental, instrumental, trip_hop",,2005,97880,0.69,0.954,7,-11.56,1,0.0805,0.0713,0.858,0.0879,0.581,198.718,4
TRCQYBK128F92C6AF5,On Dancefloors,Metronomy,https://p.scdn.co/mp3-preview/349b464c2a3754bed42ad9b646362265e35b5965?cid=774b29d4f13844c495f206cafdad9c86,1ExuViJXaogOtOvdF1w7Rb,"electronic, indie, experimental, electro, synthpop",Electronic,2008,285160,0.747,0.557,7,-5.363,1,0.0394,0.0264,0.00961,0.547,0.909,139.958,4
TRTUQZE128F92E16C9,Pree-Sisters Swallowing a Donkey's Eye,Neutral Milk Hotel,https://p.scdn.co/mp3-preview/a728a4f0e1d3ac561cf16ba6202b06cbcd28ead1?cid=774b29d4f13844c495f206cafdad9c86,0gJ5LMoUiDsNi1MQFQtqy7,"indie, experimental, folk, indie_rock, instrumental, psychedelic, post_rock, american, psychedelic_rock, noise",Rock,1996,829160,0.0721,0.239,11,-14.317,1,0.0395,0.822,0.942,0.108,0.0395,178.488,4
TRHAELW128F92C7EA0,Aren't We All Running?,65daysofstatic,https://p.scdn.co/mp3-preview/c49c94a0416f6a3f908c632c66b1bb092879b06a?cid=774b29d4f13844c495f206cafdad9c86,1nwcRcDNY7prg4swuTDNJJ,"experimental, instrumental, post_rock",,2004,291573,0.552,0.947,2,-3.369,1,0.0393,0.00163,0.871,0.0559,0.205,114.995,3
TRZGCAT128F421C96E,Joe's Waltz,The Dodos,https://p.scdn.co/mp3-preview/7b8eb2ef6cc05e3f291446fae6b9f5f2215b7bf9?cid=774b29d4f13844c495f206cafdad9c86,1lR1N7rTqNHJBbcxrBa21I,"indie, experimental, folk, american",Rock,2008,441980,0.398,0.802,0,-6.613,1,0.0518,0.0678,0.00583,0.189,0.342,100.345,4
TRHTFUR128E07822A9,Gold Day,Sparklehorse,https://p.scdn.co/mp3-preview/16076f56e39a583b1d9f2fb4fade61177705ae5c?cid=774b29d4f13844c495f206cafdad9c86,0NPSMuF3Vbp4SZRkLQW1wk,"alternative, indie, experimental, mellow",Rock,2001,254560,0.562,0.539,10,-11.196,1,0.0317,0.196,0.66,0.115,0.284,86.967,4
TRNLVUR128F42918AA,Ice Monster,Minus the Bear,https://p.scdn.co/mp3-preview/44a5a20d81f7c13dc19e884edd23759fe7838274?cid=774b29d4f13844c495f206cafdad9c86,0twXiR143VtDIRZnI6aRsc,"indie, experimental, indie_rock, indie_pop, mellow",Rock,2007,243733,0.452,0.634,11,-6.362,0,0.0389,0.345,0.000884,0.0782,0.318,125.964,3
TRCLDJY128F4290E7D,Fotzepolitic,Cocteau Twins,https://p.scdn.co/mp3-preview/8e0804a7b237b6186d8ccd996eed306b3d190336?cid=774b29d4f13844c495f206cafdad9c86,2O9nFWEFPeAJfcqPNJs7UK,"female_vocalists, experimental, post_punk, mellow",Rock,2012,213706,0.327,0.533,7,-14.86,1,0.036,0.000182,0.134,0.109,0.29,66.798,4
TRZPZNW128F4272015,Stereo Sanctity,Sonic Youth,https://p.scdn.co/mp3-preview/34abac2ff5e0be2edd1f92631e55a0e3b96f1c9b?cid=774b29d4f13844c495f206cafdad9c86,06iHk4N4gngQ747CaZYMyZ,"alternative, indie, alternative_rock, experimental, 80s, american, post_punk, grunge, noise",Rock,1987,230066,0.15,0.937,7,-10.328,0,0.074,0.141,0.61,0.771,0.199,176.108,4
TRVOGXH128F9310CF2,The Music Scene,Blockhead,https://p.scdn.co/mp3-preview/c5c11551e68e5f569876d689c7086cbb4fbb009c?cid=774b29d4f13844c495f206cafdad9c86,12TyU7JblI0e8WhMTck8bF,"electronic, experimental, instrumental, chillout, psychedelic, hip_hop, trip_hop, downtempo, lounge, chill",Electronic,2009,289573,0.69,0.656,7,-10.46,1,0.0753,0.619,0.364,0.115,0.611,99.997,4
TRQBNQV128F423EEA4,At the Hop,Devendra Banhart,https://p.scdn.co/mp3-preview/0e50210e358d1d7637ad9bb60c0032d62863b587?cid=774b29d4f13844c495f206cafdad9c86,3ESPtio6vsDYuIUDNRNpq8,"experimental, folk, singer_songwriter, acoustic, love, mellow, chill",Folk,2004,133786,0.414,0.522,0,-7.961,1,0.0331,0.898,0.0173,0.128,0.439,79.766,4
TRXTGJE128E07816E3,The Curse of Millhaven,Nick Cave & The Bad Seeds,https://p.scdn.co/mp3-preview/bb90e7d8b95a6fc7a56bf3fecda28c4be4bc49f4?cid=774b29d4f13844c495f206cafdad9c86,2GqTjsQk8KHwsJv6uh6lWK,"alternative, alternative_rock, experimental, folk, singer_songwriter, 90s, post_punk",Rock,1996,415853,0.482,0.899,9,-8.017,0,0.115,0.0406,0.0,0.338,0.655,131.829,4
TRXFSSS128F1467FC4,Cheree,Suicide,https://p.scdn.co/mp3-preview/05e562a72aca5dafce6dd771862455374f83e710?cid=774b29d4f13844c495f206cafdad9c86,0gKFauGD4ocKrObPbVdeKI,"electronic, experimental, new_wave, post_punk, 70s, synthpop",Rock,2011,222333,0.187,0.482,7,-14.954,1,0.039,0.000771,0.326,0.172,0.335,163.42,4
TRQWYLY128F149F2AC,The Bluebell,Patrick Wolf,https://p.scdn.co/mp3-preview/ca308b1a21833b04a39e81dad5b06d38e53d9522?cid=774b29d4f13844c495f206cafdad9c86,5IdM5MsBdtnWKzhftfuiGJ,"alternative, indie, experimental, folk, singer_songwriter, indie_pop",Rock,2007,74320,0.0,0.0913,9,-18.838,0,0.0,0.818,0.0541,0.155,0.0,0.0,0
TRLSTMQ128F421C972,It's That Time Again,The Dodos,https://p.scdn.co/mp3-preview/8dda55f8557a16d8d3581407635cf768a4faa011?cid=774b29d4f13844c495f206cafdad9c86,2sUFsrLfJJkrUcbZSAn4gk,"indie, experimental, folk, indie_rock, acoustic, american, indie_pop, 00s",Rock,2008,89120,0.432,0.699,2,-5.075,1,0.0668,0.842,6.97e-05,0.437,0.32,105.004,4
TROZEPU12903D01E2C,You Hid,Toro y Moi,https://p.scdn.co/mp3-preview/ee7702bfc927e8e73c91898ec0ba80d6b6eed0c1?cid=774b29d4f13844c495f206cafdad9c86,0I74hVw1WxIayHNGxnBqQn,"electronic, experimental, chillout, synthpop, mellow, chill",,2010,204640,0.603,0.556,8,-9.863,1,0.0654,0.153,0.59,0.163,0.514,180.027,4
TRXJMSF128F9310E32,Bishop's Robes,Radiohead,https://p.scdn.co/mp3-preview/a41b1c2f7c690d1ce48475a9a11aa1e289c33fb7?cid=774b29d4f13844c495f206cafdad9c86,3PPajcWtSlOYt0lViHMo1i,"alternative, experimental, britpop, mellow",Rock,1996,205040,0.415,0.317,0,-15.729,1,0.0269,0.598,0.07,0.0908,0.209,91.025,4
TROYWGF12903CB73AB,Be Gone,Brand New,https://p.scdn.co/mp3-preview/1a0b399f043ff91e50ab982dcee7a7ccb0bcd503?cid=774b29d4f13844c495f206cafdad9c86,2kiqi9EpnvB6KAcj01kGjF,"alternative, indie, experimental, blues, emo",Rock,2009,90093,0.351,0.526,6,-11.614,0,0.102,0.755,0.83,0.107,0.86,88.558,4
TRLBDLO128F4243653,Askepios,The Mars Volta,https://p.scdn.co/mp3-preview/126aafaed1df78905a85ade738d2e9cafd515a73?cid=774b29d4f13844c495f206cafdad9c86,0iaxySzmpcUtQnLkpjGbYY,"experimental, progressive_rock, psychedelic_rock",Rock,2008,310853,0.363,0.949,0,-6.005,1,0.359,0.0109,0.00233,0.367,0.093,103.006,4
TRNIDOB128F4281CF7,Let's Get Known,The Unicorns,https://p.scdn.co/mp3-preview/0a9d410b86404102c0d880d2c95d19da521f9345?cid=774b29d4f13844c495f206cafdad9c86,54IwxpcjFZ8mGNbCOkqg4o,"indie, experimental, indie_pop",Rock,2003,117160,0.317,0.498,11,-9.817,1,0.0676,0.449,0.0706,0.379,0.523,66.75,3
TRWBWOT12903CE3782,Micah,Russian Circles,https://p.scdn.co/mp3-preview/7b043ee733670e293b5993f0403a3275eabdff8a?cid=774b29d4f13844c495f206cafdad9c86,0BgK7crrLeZLHRDxO7NKrX,"experimental, instrumental, post_rock",Rock,2006,483360,0.204,0.568,2,-8.808,0,0.0321,0.0148,0.567,0.189,0.0401,79.887,4
TRVHRCF128F931FF3E,Teflon,The Mars Volta,https://p.scdn.co/mp3-preview/31779a981b40e12762291df9e943f9a443ea8928?cid=774b29d4f13844c495f206cafdad9c86,3x1pZWmMqm8JX9rAsaDpYn,"rock, experimental, progressive_rock, psychedelic_rock, 00s",Rock,2009,304346,0.273,0.886,5,-7.48,0,0.05,0.000546,0.000551,0.167,0.456,96.304,4
TRKWEAS128F428FF35,Jonny Sniper,Enter Shikari,https://p.scdn.co/mp3-preview/6d256645bd1e867aee9ed432cd5e10d65987695e?cid=774b29d4f13844c495f206cafdad9c86,0bpBXIfL2uaF5AveKymD4b,"electronic, experimental, hardcore, emo, post_hardcore, screamo",,2007,243146,0.497,0.842,11,-6.334,1,0.0494,0.034,0.0,0.679,0.679,141.946,4
TRIQUCN128F4276F87,Rite of Spring,Angels & Airwaves,https://p.scdn.co/mp3-preview/0793335297d5933484f088dec7bfdcf6f4b3c414?cid=774b29d4f13844c495f206cafdad9c86,0c6bSEn6CebqsXJYBdMpjT,"rock, alternative, alternative_rock, experimental, love, pop_rock",Rock,2007,262120,0.456,0.988,9,-4.977,1,0.0637,0.000266,7.55e-05,0.33,0.414,148.105,4
TRFORWR128F931BADB,The Crying Light,Antony and the Johnsons,https://p.scdn.co/mp3-preview/ffd9732ba8b155e936f29aa0c7de7f777b5e0b4b?cid=774b29d4f13844c495f206cafdad9c86,0joIr4JyInsU195aRzoqhO,"alternative, indie, experimental, folk, singer_songwriter",Rock,2012,201226,0.292,0.202,4,-13.492,0,0.0312,0.96,0.0157,0.156,0.211,100.909,4
TRATIKK128F429ADF5,Lopsided,At the Drive-In,https://p.scdn.co/mp3-preview/9b13524f65cda743ad17e8b73990fa57f10ef644?cid=774b29d4f13844c495f206cafdad9c86,0Ls0hlPExTtAZLv8dfCyQX,"rock, experimental, punk, hardcore, emo, post_hardcore",Rock,2005,280533,0.319,0.594,11,-7.219,0,0.0757,0.024,0.00704,0.551,0.519,192.752,3
TRHXFKW128F1485B14,El Ciervo Vulnerado,The Mars Volta,https://p.scdn.co/mp3-preview/bca8d6386ff831ab7d2144ebe8eb8bc131b44e98?cid=774b29d4f13844c495f206cafdad9c86,2fjRtIxxAQpoEetdo6Ttjc,"experimental, progressive_rock, psychedelic, psychedelic_rock",Rock,2006,530093,0.0925,0.479,2,-8.977,0,0.036,0.22,0.593,0.603,0.0556,73.36,3
TRKDRZT128F427930E,Red Cave,Yeasayer,https://p.scdn.co/mp3-preview/7e755a3070a09f5ca2a8932dfed369cc0d24687d?cid=774b29d4f13844c495f206cafdad9c86,02tjyx51WQmiV55kLuISV3,"alternative, indie, experimental, folk, psychedelic, 00s",,2007,298920,0.54,0.552,7,-9.389,1,0.0256,0.313,3.81e-06,0.124,0.143,90.004,4
TRTOJDR128F421C973,Paint The Rust,The Dodos,https://p.scdn.co/mp3-preview/24278082af1b55f4adfb80394be134ccc008103a?cid=774b29d4f13844c495f206cafdad9c86,1cGBv6d41Hba2ghhlKuYVU,"indie, experimental, folk, indie_rock, american, 00s",Rock,2008,374733,0.424,0.957,7,-6.149,1,0.0859,0.0731,0.145,0.228,0.077,117.974,1
